Video ID,Comment ID,comments
ZELV_th4dG0,UgwjSpdkxi42TcrBXuV4AaABAg,Russia  wants  to  be  a  country  independent  of  the  unreliable  financial  system  of  the  West    She  just  asks  to  pay  in  rubles  for  gas    All  other  terms  of  the  contracts  are  strictly  observed    What  is  the  problem    Poland  and  Bulgaria  just  don't  need  gas  
ZELV_th4dG0,UgzsXw3Vf6NSFooLayJ4AaABAg,This  is  Russia's  own  form  of  sanctioning  other  countries  
ZELV_th4dG0,UgxgMgB7DUJdwqNw9Nd4AaABAg,It  is  time  for  countries  to  stop  relying  on  fossil  fuel  dependency  considering  that  the  planet  is  warming  every  second  of  everyday  and  night    The  current  conflict  in  Ukraine  is  also  increasing  planet  warming  due  to  toxic  gases  and  other  environmental  pollutants  being  emitted  
ZELV_th4dG0,UgwbhE2uffcpzNx59AN4AaABAg,  Everyone  who  reads  this    we  don't  know  each  other  and  probably  never  will  but  I  wish  you  all  the  best  in  life  and  all  the  luck  in  the  world      
ZELV_th4dG0,Ugw1RrFL11IAeSGzK5h4AaABAg,Nice    that  I  learn  that  my  coutnry    Poland  is  being  cut  off  from  Gas  from  BBC  news  on  youtube  haha    Literally  no  one  is  talking  about  that  here
ZELV_th4dG0,UgwDFeQaTJ0o3pZ8vC94AaABAg,That  is  not  a  escalation  its  business    I  wouldn't  want  paid  in  monopoly  money  for  a  product  I  sold    why  get  paid  in  a  form  you  cant  use  and  will  be  seized  from  you  
ZELV_th4dG0,UgwdbkhTEfdAUm5tVe54AaABAg,Well  done  Poland    I  am  really  proud  of  Poland  lately    They  behave  in  really  reasonable  yet  strong  way  towards  russia
ZELV_th4dG0,UgzhmC9YmsuydBT2iFl4AaABAg,If  the  UK  really  wants  to  support  Ukraine  like  they  are  saying  then  can  they  please  start  approving  visas  for  people  who  are  fleeing    My  father  in  law  has  been  waiting  for  over  a  month  for  a  visa  to  come  here  to  the  UK  
ZELV_th4dG0,Ugz5nC7WJ93R0ZGFIbF4AaABAg,Bulgaria  has  an  lng  terminal  that  has  the  capacity  to  convert  6  times  as  much  gas  as  they  actually  use  so  they  have  just  become  a  net  exporter  to  the  Europe    They  got  77    of  the  gas  needs  from  Russia  because  it  was  easy  not  because  they  needed  to  
ZELV_th4dG0,Ugz5b4YSqBUVNBYu_1F4AaABAg,  The  whole  truth  about  the  coronavirus    Watch  the  video  you  will  be  shocked    EVERYDAYS  ML    Let's  take  the  moment  to  appreciate  how  much  effort  he  puts  into  the  content  for  us    
ZELV_th4dG0,UgxjNaskUVV-sOQQDpR4AaABAg,  Russia  is  using  gas  as  a  political  and  economic  weapon        well      the  EU  has  been  using  sanctions  as  a  political  and  economic  weapon    
ZELV_th4dG0,UgzbQTs5LHAtsxc2oqh4AaABAg,I  love  this  video  at  large  but  I  will  advice  everybody  who  is  into  crypto  to  stick  with  ETH  and  BTC  as  much  as  you  can  guys  If  everyone  sells  when  it  starts  to  fall    which  at  one  point  it  will    the  dream  maybe  lost  because  of  it  being  too  volatile  for  companies  to  get  behind  
ZELV_th4dG0,UgzrD0ouKJoJc3QEbh14AaABAg,Maybe  Russia  can't  deliver  gas  to  Poland  and  Bulgaria  instead  of  won't  deliver  
ZELV_th4dG0,Ugz8n3x9FQeMBwD-bLN4AaABAg,In  a  year  we  will  not  buy  even  1  m3    The  contract  is  ending  and  we  will  not  extend  it    We  buy  gas  from  Qatar  and  other  sites    Russia  is  fun  
ZELV_th4dG0,Ugy0toW5W9hwMuFPh7B4AaABAg,What  do  you  expect  Russia  to  do    Poland  is  arming  Ukraine  against  Russia  yet  they  expect  oil  from  them    It's  gonna  be  hard  
ZELV_th4dG0,Ugwcz7Vd1VetH5BLN714AaABAg,EU  to  Russia    we're  at  war    Also  EU  to  Russia    Honor  your  contract    WTF  do  you  expect
ZELV_th4dG0,UgyZXgKso5kk74wu_up4AaABAg,China  refused  to  let  England  pay  for  tea  in  opium    How  did  England  respond  
ZELV_th4dG0,Ugxc_alqLkLZvuZ51rR4AaABAg,That's  going  to  hurt  especially  what  with  spring  and  summer  here
ZELV_th4dG0,Ugxrk6ML26_v9Kfe9Cx4AaABAg,Im  really  curious  what  diversify  gas  supply  means    Someone  explain  who  is  the  alternative  for  gas  supply  
ZELV_th4dG0,UgzyfvH3KQBPFnKK_nN4AaABAg,It  never  ends  well  when  you  pick  a  fight  with  the  very  guy  who  is  keeping  you  alive  via  assisted  ventilation  
ZELV_th4dG0,UgxaGmwhiAtyX-bp01V4AaABAg,  They  both  insist  that  they  will  be  able  to  COPE        ha    They  will  cope  alright  
ZELV_th4dG0,UgyZGZ9R7tY74yiayht4AaABAg,It's  exactly  right      would  you  carry  on  giving  your  friends  money    if  they  give  another  friend  knives  to  stab  you  in  the  back  No  you  would  not  
ZELV_th4dG0,Ugzn0Z8RpJLz-QRBPT54AaABAg,If  your  not  going  to  pay  for  the  gas  from  Russia  you  cant  say  its  blackmail  when  they  turn  off  the  supply    You  dont  want  the  damned  gas  anyway  so  whats  the  problem  
ZELV_th4dG0,UgzOg4LCpAUjBnDJ-qB4AaABAg,Ofcourse  that's  their  gas    it's  criminal  to  not  pay  them  for  their  gas  
ZELV_th4dG0,UgxmXSUpK2bThVsJmCB4AaABAg,To  late  now    It  might  continues  to  the  rest  countries  
ZELV_th4dG0,UgxMDvqrFci5Es-unzF4AaABAg,Let  s  hope  this  creates  a  push  for  sustainable  energy  
ZELV_th4dG0,UgxEw9R6VtA3wVC6Yid4AaABAg,They  knew  better  than  to  rely  on  Russian  gas  and  oil
ZELV_th4dG0,UgxhdfuG14nGxu1Ahct4AaABAg,the  coming  winter  2023  will  show  who  will  win  in  this  situation  
ZELV_th4dG0,UgxH_Fxeuk91TLPO9oh4AaABAg,Poland    request  gas  from  UAE  and  SA    Good  morning  Physically  help  UKRAINE    Ukraine  tries  to  save  entire  world    Ukraine  is  asking  for  a  fighter  jets        ok  if  without  pilots    Ukraine  is  trying  to  save  entire  world    7000  forbidden  missiles  rockets  rusia  dumped  on  civilians  in  Europe    Physically  help  Ukraine  today
ZELV_th4dG0,UgxQy_LCWCP1XEStmx14AaABAg,Blackmail    Of  course  he    Putin    does    What  else  would  EU    or  anyone  else    expects    truthfully    That's  what  Putin  does    that's  all  he's  ALWAYS  done  
ZELV_th4dG0,Ugzfyjnnemf4RuFop7d4AaABAg,Let  s  hope  Russian  missiles  don  t  hit  the  remaining  gas  lines  to  the  west    What  a  shame    No  more  cash  flow  
ZELV_th4dG0,UgwJat39IXCerXnpant4AaABAg,In  a  further  escalation      What  are  you  talking  about      Poland  and  Bulgaria  are  2  countries  who  have  declared  economic  war  on  russia      Russia  has  responded  by  insisting  hostile  states  pay  in  rubels      They  refused  and  now  they  dont  get  oil  or  gas  out  charity      That  is  not  an  escalation  but  a  direct  consequence  
ZELV_th4dG0,UgyL_L5Z2PXUtlBBdLt4AaABAg,Could  the  British  Kingdom  possibly  supply  some  oil  and  gas  to  Europe    It  would  require  voluntary  cut  backs  on  fuel  and  gas  use  this  spring  and  summer    A  rallying  point  and  a  visible  way  to  help    German  tanks  moving  into  Ukraine    I  would  prefer  the  whole  war  simply  end  now  
ZELV_th4dG0,UgxP5Ilvv6jak_0LRRZ4AaABAg,The  thing  is    while  the  Ukrainian  army  will  be  re  supplied    the  Russian  army  will  never  ran  out  of  soldiers
ZELV_th4dG0,Ugx-dzm0tfVLkFMdQM94AaABAg,France  halted  goods  over  350  euros  or  something  like  that  two  months  ago    It  shows  you  the  imbalance  in  this  story  is  clearly  in  favor  of  Russia
ZELV_th4dG0,Ugxx2Oc2NqUAAt3tSxx4AaABAg,Perhaps  Bulgaria  can  unilaterally  declare  a  new  price  of  natural  gas  in  roubles  
ZELV_th4dG0,UgwlVOL9-85Y9B_Gim94AaABAg,We  have  the  expression  in  Greek    you  can't  feed  the  dog  and  have  the  whole  pie    defines  that  can't  do  the  impossible    Russia  wants  to  diverse  the  sanctions    The  top  gun  for  sanctions  is  the  US  dollar    So  everyone  wants  oil  or  gas  will  exchance  the  dollars  or  the  euros  in  a  Russian  bank  to  rubles  and  they  will  use  them  to  pay      So  Russia  will  take  the  euros  and  dollars  and  will  avoid  sanctions    If  it  works  would  be  a  huge  victory  for  Russia    Would  have  the  dog  feed  and  the  whole  pie    Someone  might  ask  why  Iran  didn't  do  it  but  Russia  has  something  Europe  needs  the  natural  gas  
ZELV_th4dG0,UgzEr_Fz_OPyhoVUgzp4AaABAg,did  the  Polish  prime  minister  give  his  interview  in  front  of  the  Brandenburg  gate  in  Berlin  
ZELV_th4dG0,UgxoK_jUS6d13LpLpAJ4AaABAg,Poland  wakes  up  now    This  is  a  joke  in  the  making  
ZELV_th4dG0,UgxGmLOoouNrKZgQYaR4AaABAg,Gas  and  Electric  prices  have  up  massively  
ZELV_th4dG0,UgwNv0-QyKltw7ZfLxt4AaABAg,Today  I  love  Russia  Russia  is  doing  right  thing
ZELV_th4dG0,UgzumX4G-mpgr6SMdOl4AaABAg,By  the  way  this  guy  2  25min  studied  history    but  instead  of  being  teacher  in  primary  school  he  is  Prime  Minister  of  Poland    lol
ZELV_th4dG0,UgxFwwJdFC0F9kxOb_B4AaABAg,Turn  it  off  please  asap        It  smells  of  murder  
ZELV_th4dG0,Ugycvxl4E-wn0wV18Tl4AaABAg,  we  need  global  control  of  Russia's  nuclear  facilities            bruh    cool  your  jets  there    little  dwarf    This  little  guy  got  some  balls  on  him  
ZELV_th4dG0,UgzG1V7felyiBpbbN454AaABAg,Who  Know  Brother  England  And    U  S  A  Losed  on  this  war  on  Russia  Or  no  I  think  yes  and  you  
ZELV_th4dG0,Ugwdy6TXH45gkpKxsZF4AaABAg,Lecturing  India  for  purchasing  russia  oil  not  its  blackmail  from  Russia  for  stopping  oil    Western  hipocracy
ZELV_th4dG0,Ugxe76DMGbE4wAsYZKR4AaABAg,It's  just  a  matter  of  few  months  European  countries  will  have  sufficient  Gas    LNG    that  will  be  supplied  by  Nigerian  government    Nigeria  is  expecting  European  Union  to  come  and  help  them  to  develop  their  gas  facilities    W  B  A
ZELV_th4dG0,Ugx0JY5ATPexnIno5PN4AaABAg,God  Bless  Vladimir  Putin  and  Russia
ZELV_th4dG0,UgzrFMkbgK8DI2KlLS14AaABAg,Be  careful  when  reading  the  comments    because  there  are  a  lot  of  trolls  
ZELV_th4dG0,Ugx8I9u8CbjAZSWjoAJ4AaABAg,Nex  time  it  will  be  usefull  to  think  before  following    other  countrys  thats  nathing  have  do  with  this  war
ZELV_th4dG0,UgzQaHLIvJt-B-swdcR4AaABAg,Let  hell  freeze  over  before  paying  in  Rubles    Power  to  Poland  and  all  of  Europe  
ZELV_th4dG0,UgzgeWsuzvoAX0Httst4AaABAg,  Poland      Norway  has  plenty    We  are  going  to  buy  from  Norway        Bulgaria      I  am  going  to  buy  from  Greece        Russia      Well    I  know  Norway  and  Greece  also  have  gas    but  how  much  will  you  pay    Ours  is  very  cheap    Remember  politicians  won't  suffer    Those  who  suffer  are  daily  folks  and  industries    If  your  factories  can't  cope  with  the  cost    they  will  shut  down    If  factories  closed    more  jobs  will  disappear    Hence    your  citizens  will  suffer    Not  just  the  problem  of  heating  house  during  winter        Remember  it's  already  hard  enough  to  live  and  run  companies  due  to  pandemic        Imagine  this  the  increase  of  gas  price  added    your  industries  will  collapse        Many  industries  use  heat  as  part  of  production    and  the  source  of  heat  came  from  burning  gas            Russia  can  always  sell  it's  gas  to  Asia    especially  China  and  India  are  ready  for  cheap  gas    And  not  to  mention  Latin  Americas    Africa  nations    South  Asia    East  Asia  and  ASEAN  never  sanction  Russia  and  remain  neutral          There's  already  pipeline  between  Russia  and  China  called    The  Power  Siberia  1      In  February  this  year    Russia  and  China  already  agreed  a  30  years  contract  of  gas  supply    Second  pipeline  to  Asia  is  being  built  called    The  Power  of  Siberia  2      Not  to  mention    there's  also  a  pipeline  between  Russia  and  Turkey    For  information    Turkey  although  part  of  EU    didn't  sanction  Russia      
ZELV_th4dG0,UgyC5jnjE99w4WfSy8R4AaABAg,As  a  Pole    I  will  write  that  there  is  no  reason  to  panic      Poland  has  been  expecting  it  for  years  and  preparing  for  it      Poland  is  not  a  Russian  province  like    for  example    Germany  and  Hungary          Poland  has  built  a  gas  port    a  gas  pipeline  with  Norway    a  connection  with  the  Lithuanian  gas  port    increased  its  gas  production    expanded  storage  facilities    and  built  new  gas  compressor  stations    At  the  end  of  this  year    the  Polish  contract  for  the  purchase  of  gas  in  Russia  expired  and  it  was  not  planned  to  sign  a  new  one      The  fact  that  Putin  broke  the  contract  earlier  is  good  for  Poland    because  it  will  be  able  to  receive  billions  of  dollars  in  compensation  from  Russia      Poland  has  already  won  in  court  and  received  1  5  billion  dollars  in  compensation  from  Russia    which  was  paid  by  Gazprom  in  2020      A  Polish  woman  used  this  money  well    buying  modern  weapons  in  the  USA  with  it  in  order  to  repel  the  possible  aggression  of  fascist  Russian  troops      Probably  people  know  that  Putin  built  a  special  church  in  Moscow  in  which  the  main  relic  to  which  he  prays  is  the  Hitler's  hat  taken  from  his  bunker  in  Berlin  in  1945  by  Russians
ZELV_th4dG0,Ugxmh1qiGgXSZBxvrB14AaABAg,If  I  didn't  pre  pay  my  utilities  it  is  also  cut  off  by  the  authorities    So  do  you  expect  free  GAS  
ZELV_th4dG0,UgyhprjQbg9p1j-jQ3N4AaABAg,If  you  don't  pay  for  your  gas  you  get  cut  off    if  I  don't  pay  I  get  cut  off    that's  capitalism  for  you
ZELV_th4dG0,UgyTABcRG6fwgQ4_c7N4AaABAg,You  countries  also  still  want  to  rely  on  China  too  and  keep  making  the  same  mistake  or  learn  
ZELV_th4dG0,Ugxol9cMbO34EJKMld54AaABAg,Russian  economy  stabilises  US  EU  economy  faces  massive  contraction      Just  2  months  into  the  war    the  roubles  appreciated  higher    than  it  was  2  years  ago      inflation  in  Russia  is  checked  and  food  supplies  are  okay        The  same  can't  be  said  of  Europe  US      their  economy  is  battling  challenges    and  it'll  likely  be  worse  in  autumn  winter    when  demand  for  energy  climb  and  prices  go  up  further        At  this  moment    Putin  is  winning      the  collective  West  is  losing    even  as  they  struggle  to  put  up  an  integrated  front      Russian  economy  now  is  less  dependent  on  imports  on  products    and  financial  influence  from  Europe    and  this  is  key  reason  on  why  sanctions  don't  work  but  the  West  still  doesn't  get  it        Russia  has  more  than  enough  raw  materials  to  manufacture    and  exports  raw  materials  in  the  form  of  energy    and  other  materials  to  the  rest  of  the  world    so  other  countries  can  use  them  for  their  manufacturing  industries        This  why  the  EU  don't  want  to  embargo  oil  or  gas  from  Russia      and  why  the  US  begs  Venezuela  for  oil    wheat    etc  
ZELV_th4dG0,UgyXRiODT2hKEtWdJf94AaABAg,Germany  you  not  making  this  easy  just  leave  go  where  you  make  sense  go  to  the  mountains  go  to  woods  maybe  pick  up  an  axe  usually  medieval  Germany  is  extremely  violent  not  to  other  people  but  to  Germany
ZELV_th4dG0,UgyC0DKZK0h-K38gmMR4AaABAg,Five  stages  of  grief      1  denial      2  anger        3  bargaining          4  depression            5  Paying  in  rubles
ZELV_th4dG0,UgwGa_41YB_9CzjII-54AaABAg,They  have    the    right  to    get  paid    how  they  want  
ZELV_th4dG0,UgzISY3h5034pavLkyx4AaABAg,Wood  gas  vehicles  were  used  during  World  War  II  as  a  consequence  of  the  rationing  of  fossil  fuels    In  Germany  alone    around  500  000    producer  gas    vehicles  were  in  use  at  the  end  of  the  war      Trucks    buses    tractors    motorcycles    ships  and  trains  were  equipped  with  a  wood  gasification  units  
ZELV_th4dG0,UgxedyyC6IXuL-o_vVt4AaABAg,The  arrangement  never  was  that  good  in  the  first  place  
ZELV_th4dG0,UgyVhDNrhDWq7YGmviZ4AaABAg,Well  done  Russia    Best  of  luck  It  s  time  to  show  west  that  they  are  not  only  live  in  world  
ZELV_th4dG0,UgwaEeEdHE9UQwo_gBl4AaABAg,The  world  stands  with  Poland  and  Bulgaria  they  will  receive  help  and  support  from  the  EU    Russia  has  not  found  away  prosper  or  win  at  peace    This  will  eventually  mean  any  military  wins  over  time  will  return  to  the  west    People  naturally  want  a  better  quality  of  life    So  far  this  old  USSR  countries  have  chosen  the  West    Thats  unlikely  to  change    The  EU  will  support  and  work  to  find  a  viable  solution  to  Poland  and  Bulgaria    I  think  this  encourage  more  countries  to  apply  and  join  the  EU
ZELV_th4dG0,UgymvfeXARQMiEApU214AaABAg,Praise  to  Poland  and  Bulgaria          Great  job  guys          From  Romania
ZELV_th4dG0,UgzAOlV1o0ga3mLmKCJ4AaABAg,So  whats  the  PRoblem    Poland  has  Enough  Reserves  and  Getting  a  New  Pipeline    
ZELV_th4dG0,UgxXfIIHSwvv3ya7uq14AaABAg,Oil  and  Gas  is  a  20th  century  solution    There  has  never  been  a  more  screamingly  obvious  suggestion  that  we  need  to  quit  fossil  fuels  and  invest  heavily  in  a  renewable  future  which  will  enable  energy  independence    Dismiss  bogus  oil  industry  propagated  fears  over  stability  of  supply    The  UK  has  enough  wind  potential  to  power  itself  3  or  4  times  over    We  also  have  some  of  the  most  turbulent  waters  anywhere  in  the  world    off  the  north  of  Scotland    plus  masses  of  hydro    geothermal  and  solar    Stability  comes  from  diversifying  supply  across  location  and  renewable  type    whilst  also  employing  things  like  smart  grids    battery  storage    batteryless  pumped  storage    V2G  and  green  gas    This  is  the  only  way  we  will  be  free  of  Russian  blackmail  
ZELV_th4dG0,UgwXtRmqNQVE7Tv4Lvh4AaABAg,In  karnataka  state  day  by  day  fear  of  gujarat  type  communal  clashes  law  and  order  is  totally  collapsed    Democracy  in  danger  peoples  are  feared  please  to  impose  the  President  rule  in  the  state  and  to  protect  the  peoples  in  karnataka  state
ZELV_th4dG0,UgzHNfKtJHP6BDMaq714AaABAg,at  the  end  of  this  year  there  will  not  be  any  Gazprom
ZELV_th4dG0,UgzbWCr2-c86lnOeUfZ4AaABAg,UK's  Johnson  admits  'Russia  may  win  in  Ukraine'  EU  capitulates  and  agrees  to  gas  for  Roubles        Sanctions  on  Russian  energy    do  more  harm  than  good  to  the  West    US  Treasury  Secretary  said          A  total  embargo  on  Russian  energy  imports    may  do  little  to  hinder  Russia  s  economy    while  crippling  US  Europe  with  staggering  price  increases    
ZELV_th4dG0,UgyrFPqY3cCJxW7BdzZ4AaABAg,HAHA  all  these  people  complaining  about  the  Russia  returning  the  favour  of  sanctions  
ZELV_th4dG0,UgzpnL5f5qTs4RkyASR4AaABAg,'  Millions  of  Britons  were  left  without  a  helping  hand  from  Rishi  Sunak's  mini  budget                as  they  faced  the  worst  drop  in  living  standards  for  decades  '      Daily  Express
ZELV_th4dG0,Ugzlnx_j0uRXGHoLgah4AaABAg,I  m  confused    Poland  had  stopped  them  weeks  ago  
ZELV_th4dG0,UgxdjyuqMy3eLU_mDzx4AaABAg,This  is  what  happens  when  you  a  start  an  unprovoked  war    Expect  to  be  taken  to  task  by  the  international  communities  
ZELV_th4dG0,UgyqgZ7VE0SEk6mfKUF4AaABAg,Is  Russia  for  or  against  the  world  economic  forums  depop  agenda    
ZELV_th4dG0,Ugy1R-OzOytB6kAoFO94AaABAg,Lithuania  said  it  would  be  able  to  export  its  excess  gas  to  neighbors    I  hope  they  can  help  
ZELV_th4dG0,UgwCQI2g7Ax2pmaab4R4AaABAg,Am  surprised  they  waited  so  long
ZELV_th4dG0,UgwM5UGMX0SkPHsT8m94AaABAg,EU  response        unjustified  and  unacceptable      smh
ZELV_th4dG0,UgzCs12__NlCoui7DQR4AaABAg,what  do  you  do  if  there  is  no  money    you  have  to  actually  work  for  something  useful    business  is  still  done  but  bartering    no  banks  there  is  a  senate  but  with  ethics  not  a  political  senate
ZELV_th4dG0,UgwzZvA_4nii3oFZAhV4AaABAg,Long  life  to  the  EU    Brexit  is  failing
ZELV_th4dG0,Ugx4yB3jnE4PtGfrLQN4AaABAg,We  in  Poland  have  a  Gas  port  in    winouj  cie    and  finishing  a  gaspiper  from  Norway    In  autumn  we  will  be  100    independence  from  Russian  gas
ZELV_th4dG0,UgwIAagSAEJuAuygtmF4AaABAg,Who  has  prepared  to    live  withoth  internet        It  would  be    reality  if  3  world  war  became
ZELV_th4dG0,UgwgzXVJnSuo9OaXdwZ4AaABAg,No  pay    no  gas      It  is  fair  
ZELV_th4dG0,UgzY9JgCRzCs2Phi1AB4AaABAg,Our  European    political    Leders    should  learn  a  lesson  from  it  not  to  depend  on  communist  countries      
ZELV_th4dG0,UgzBqzRN44qAjjHNCHx4AaABAg,Dr    Zelensky  be  frank  and  allow  Poland  to  be  operated  on  and  say  look  were  just  doing  the  usual  check  up  and  it  seems  we  might  have  to  do  an  exchange  of  organs  and  the  Thracian  will  participate  in  this  joint  effort  to  the  lend  their  intestines  and  liver  now  Xenophon  he  is  just  stopping  by  to  see  how  everything  is  going  and  there  is  alot  of  blood  he  expected  this
ZELV_th4dG0,UgxQJkGZQrtSJDzSeiN4AaABAg,West  should  celebrate      is  it  not  what  they  had  wanted    Twisting  arms  of  India  and  changing  regimes  in  Pakistan  and  Sri  Lanka    for  not  stooping  trade  with  Russia  
ZELV_th4dG0,Ugz7ZamPC5Yaq4ay30d4AaABAg,Tap  resources  in  North  Africa  and  look  for  resources  in  the  Sahara    
ZELV_th4dG0,Ugw2-W0eUnu-zQ8EEIV4AaABAg,And  at  the  same  time  only  72    of  Russian  population  has  excess  to  gas      
ZELV_th4dG0,Ugy52Q9GY2xDQT8qS4F4AaABAg,This  is  fantastic  news  for  the  environment    I  love  Putin    he's  solved  the  problem  of  global  warming  long  live  Putin    I  can  finally  sleep  without  the  earth  melting
ZELV_th4dG0,UgwN3FP7JARCpQR7HrR4AaABAg,What  a  Waste    Russia  was  doing  Good      and  Putin  too    had  everything  going  Good  for  him        Power  Need        Self  defeated  him    and  his  Mind      I  guess
ZELV_th4dG0,UgxfN1J1dAjLqsQVyVd4AaABAg,'  Britons  face  worst  living  standard  plunge  since  1950  '        The  Daily  Mail    
ZELV_th4dG0,Ugwfl0-ZN3H_q2tNDqN4AaABAg,Goodluck    Able  to  cope    Yea  right    
ZELV_th4dG0,UgzR65hyUQNP7aTPTLF4AaABAg,Gas  blackmail    strange  words  Russia  should  of  cut  gas  from  all  of  Europe  long  time  ago  the  sanctions  and  the  utter  disrespect  from  Europe  to  Russia  is  unacceptable  
ZELV_th4dG0,UgykoMtsEeaO0uXCrGF4AaABAg,Now  Poland  and  Bulgaria's  EU  neighbors  can  make  some  extra      by  selling  them  the  same  Russian  gas    lol  I  wonder  if  Puti  pays  Zeli  in  rubles  for  oil  and  gas  transit  through  Ukraine    I  doubt  that    lol  Also  wonder  when  this  circus  is  going  to  end  
ZELV_th4dG0,UgwuVnigCZRm-PLMSut4AaABAg,Germany    also    will  be  the  next  
ZELV_th4dG0,Ugy6JGMZAv5DxMqm3c94AaABAg,All  of  Europe  should  follow  Dutch  and  Danish  public  example          Every  European  buy  a  bicycle  as  their  main  transport  mode      ban  all  petrol  and  Diesel  vehicles      turn  to  Greta  thunberg  transport  mode      horse  and  carriage  for  public  transport    Ban  gas  and  oil  for  family  home  heating  and  use  horse  manure  fuel  bricks    That  will  keep  our
ZELV_th4dG0,UgwPIHa2tt6Tphj5EvZ4AaABAg,When  you  buy  something  from  a  country    you  need  to  pay  for  it  in  that  country's  currency  if  that  country  demands      Period  
ZELV_th4dG0,UgwPENQHB626cerMS8x4AaABAg,Can  we  not  just  shut  off  the  Russian  gas  emanating  from  Putin  s  gob  
